DEPREG,MUPREG,MESREG,AÑOREG,DIAOCU,MESOCU,AÑOOCU,DEPOCU,MUPOCU,EDADHOM,EDADMUJ,PPERHOM,PPERMUJ,NACHOM,NACMUJ,ESCHOM,ESCMUJ,CIUOHOM,CIUOMUJ
1,0114,12,2021,19,11,2021,1,0108,999,999,9,9,320,320,9,9,31,97
1,0101,3,2022,27,10,2021,1,0101,31,27,4,4,320,320,3,4,31,97
1,0101,8,2021,20,7,2021,10,1002,52,50,4,4,320,320,4,2,31,97
9,0901,1,2022,15,6,2021,9,0901,52,51,1,1,320,320,4,3,31,51
9,0901,5,2021,2,3,2021,10,1001,45,999,4,9,320,320,4,9,31,99
5,0506,11,2021,22,10,2021,5,0506,34,25,4,4,320,320,4,4,31,97
18,1802,11,2021,26,10,2021,18,1802,36,42,2,2,320,320,5,3,31,97
16,1601,12,2021,19,4,2021,16,1601,29,27,4,4,320,320,3,5,31,34
1,0101,11,2021,13,10,2021,1,0115,28,30,4,4,320,320,4,4,31,41
21,2101,6,2021,11,5,2021,22,2217,30,27,4,4,320,320,4,1,31,97
1,0116,5,2021,27,4,2021,1,0116,30,35,4,4,320,320,4,2,31,97
1,0101,12,2021,8,11,2021,1,0108,32,31,4,4,320,320,4,4,31,41
8,0805,9,2021,19,8,2021,8,0805,28,26,1,4,320,320,4,2,31,97
13,1301,2,2022,21,10,2021,13,1301,36,37,4,4,320,320,4,4,31,41
1,0101,10,2021,26,7,2021,1,0101,39,44,4,4,320,320,4,5,31,42
1,0103,1,2022,21,10,2021,1,0103,24,24,4,5,320,320,4,4,31,97
1,0106,4,2021,10,3,2021,1,0101,33,31,4,4,320,320,4,4,31,97
13,1301,5,2021,27,5,2021,13,1301,30,25,4,9,320,320,4,9,31,97
12,1215,6,2021,23,4,2021,12,1219,41,40,4,4,320,320,4,4,31,23
1,0101,2,2021,14,1,2021,1,0101,32,32,9,4,320,320,4,4,31,99
1,0101,9,2021,12,8,2021,1,0101,37,34,4,4,320,320,4,4,31,97
1,0101,3,2022,19,10,2021,1,0101,999,999,9,9,320,320,9,9,31,41
10,1008,10,2021,4,8,2021,10,1001,37,35,4,4,320,320,9,9,31,23
9,0901,5,2021,27,4,2021,9,0901,999,999,9,9,320,320,9,1,31,52
9,0902,10,2021,22,9,2021,9,0902,999,999,9,9,320,320,9,9,31,41
22,2205,4,2022,13,7,2021,22,2201,28,26,4,4,320,320,4,3,31,97
12,1202,2,2022,20,12,2021,12,1202,31,31,4,4,320,320,4,2,31,97
22,2216,7,2021,24,6,2021,22,2205,33,28,4,4,320,320,4,4,31,97
2,0201,6,2021,29,3,2021,1,0101,41,35,4,4,320,320,4,2,31,97
12,1217,4,2021,5,1,2021,12,1217,32,41,4,4,320,320,4,3,31,51
22,2217,10,2021,9,9,2021,22,2217,31,28,4,4,320,320,4,3,31,97
10,1013,8,2021,27,7,2021,10,1013,34,35,4,4,320,320,4,4,31,23
12,1201,8,2021,14,4,2021,12,1201,30,26,9,4,320,320,4,4,31,23
11,1109,2,2021,19,1,2021,11,1109,26,25,4,4,320,320,4,4,31,33
3,0304,9,2021,2,9,2021,3,0304,32,26,1,1,320,320,4,4,31,34
12,1211,8,2021,8,3,2021,12,1211,33,33,4,4,320,320,4,4,31,41
11,1109,10,2021,13,10,2021,11,1109,38,31,4,4,320,320,4,4,31,97
15,1501,11,2021,16,8,2021,15,1501,31,30,4,4,320,320,4,4,31,97
12,1222,8,2021,20,4,2021,9,0920,33,35,4,4,320,320,4,5,31,52
1,0101,12,2021,25,10,2021,1,0101,39,999,9,9,320,320,4,9,31,97
9,0901,8,2021,19,8,2021,9,0901,50,42,4,4,320,320,4,4,31,31
13,1301,12,2021,16,12,2021,13,1301,32,30,4,4,320,320,4,3,31,97
1,0101,3,2021,10,2,2021,6,0609,26,29,9,4,320,320,4,4,31,43
2,0201,8,2021,10,8,2021,2,0201,36,30,4,4,320,320,4,4,31,43
14,1401,6,2021,14,5,2021,14,1401,34,42,1,1,320,320,4,5,31,24
9,0901,10,2021,8,9,2021,8,0801,40,25,4,4,320,320,4,5,31,43
9,0914,4,2021,23,3,2021,9,0901,44,41,1,1,320,320,4,5,31,97
1,0106,1,2021,14,1,2021,1,0117,28,28,4,4,320,320,4,3,31,97
5,0505,7,2021,26,2,2021,1,0101,32,30,4,4,320,320,4,4,31,23
16,1603,5,2021,7,5,2021,16,1603,40,34,1,4,320,320,4,5,31,43
3,0309,9,2021,13,8,2021,15,1505,40,38,4,9,320,840,4,9,31,97
13,1312,8,2021,9,6,2021,13,1312,32,25,4,4,320,320,4,3,31,97
5,0502,2,2021,7,1,2021,5,0507,27,26,4,4,320,320,4,2,31,97
6,0601,4,2021,15,3,2021,6,0601,25,23,9,9,320,222,4,1,31,97
6,0601,12,2021,18,11,2021,6,0601,32,34,4,4,320,320,4,4,31,23
1,0103,2,2021,14,1,2021,1,0103,27,24,4,4,320,320,4,4,31,43
22,2202,11,2021,26,8,2021,22,2202,28,33,4,4,320,320,4,4,31,97
3,0301,2,2022,8,10,2021,3,0313,31,30,9,4,320,320,4,4,31,97
6,0601,7,2021,10,6,2021,6,0602,28,28,4,4,320,320,4,5,31,23
6,0601,7,2021,24,6,2021,6,0601,32,35,4,4,320,320,4,4,31,32
5,0504,3,2021,10,3,2021,5,0502,34,33,4,4,320,320,4,4,31,34
9,0901,12,2021,8,12,2021,9,0923,38,999,4,9,320,320,4,9,31,97
19,1902,10,2021,6,9,2021,19,1902,28,26,4,4,320,320,4,2,31,97
1,0116,9,2021,4,8,2021,1,0101,32,27,9,4,320,320,4,4,31,43
12,1201,5,2021,16,3,2021,12,1202,999,999,1,1,320,320,4,4,31,97
12,1215,4,2022,21,12,2021,12,1215,30,23,4,4,320,320,4,4,31,97
13,1301,9,2021,25,6,2021,13,1301,31,36,4,4,320,320,4,4,31,99
12,1223,1,2022,3,8,2021,12,1223,31,29,1,1,320,320,4,9,31,23
9,0901,1,2022,29,1,2021,9,0923,36,34,4,4,320,320,4,9,31,97
12,1201,5,2021,12,4,2021,12,1201,25,23,4,9,320,320,4,3,31,97
19,1905,8,2021,23,4,2021,19,1901,37,25,4,4,320,320,4,3,31,97
2,0201,11,2021,3,9,2021,2,0207,38,31,4,4,320,320,4,3,31,97
10,1010,10,2021,23,6,2021,10,1010,34,34,4,4,320,320,4,4,31,23
15,1503,12,2021,7,9,2021,15,1503,42,41,1,9,320,320,4,9,31,23
11,1107,1,2021,8,1,2021,11,1102,999,999,9,9,320,320,4,1,31,97
8,0801,6,2021,10,2,2021,8,0801,999,999,9,9,320,320,4,1,31,97
21,2101,5,2021,16,4,2021,1,0115,51,47,4,4,320,320,4,3,31,97
9,0920,11,2021,3,11,2021,9,0920,35,35,4,4,320,320,4,3,31,97
12,1222,2,2022,10,11,2021,12,1222,31,32,4,4,320,320,4,3,31,97
1,0114,5,2021,12,2,2021,1,0114,33,25,4,4,320,320,4,3,31,97
15,1503,8,2021,3,5,2021,15,1503,25,23,1,4,320,320,4,3,31,97
1,0101,3,2021,5,2,2021,1,0108,28,28,4,4,320,320,4,3,31,99
1,0101,9,2021,13,9,2021,1,0101,37,30,1,4,320,320,4,3,31,99
3,0314,1,2022,23,7,2021,5,0509,33,32,4,4,320,320,4,4,31,23
10,1007,9,2021,18,8,2021,10,1007,28,27,4,4,320,320,4,4,31,23
18,1801,6,2021,26,5,2021,18,1801,30,32,4,4,320,320,4,4,31,33
18,1801,4,2021,19,2,2021,18,1801,25,24,4,4,320,320,4,4,31,34
21,2101,9,2021,9,8,2021,21,2101,32,34,4,4,320,320,4,4,31,35
10,1001,1,2022,3,11,2021,21,2101,35,31,4,4,320,320,4,4,31,35
18,1801,6,2022,9,7,2021,18,1801,30,27,4,4,320,320,4,4,31,35
5,0509,4,2021,17,2,2021,5,0509,33,33,4,4,320,320,4,4,31,41
10,1014,11,2021,3,11,2021,10,1014,28,28,9,9,320,320,4,4,31,41
17,1703,5,2021,10,3,2021,17,1706,37,40,4,4,320,320,4,4,31,43
22,2202,8,2021,29,6,2021,22,2202,35,47,4,4,320,320,4,4,31,43
1,0101,8,2021,22,6,2021,1,0115,38,40,4,4,320,320,4,4,31,43
5,0513,9,2021,18,8,2021,5,0513,34,28,4,4,320,320,4,4,31,43
12,1215,11,2021,13,9,2021,12,1215,56,53,4,4,320,320,4,4,31,43
10,1001,10,2021,8,9,2021,10,1001,34,41,4,4,320,320,4,4,31,43
20,2007,11,2021,17,8,2021,20,2007,27,30,4,4,320,320,4,4,31,43
10,1021,6,2021,22,1,2021,9,0901,38,38,4,4,320,320,4,4,31,97
18,1801,4,2022,8,10,2021,18,1801,42,28,4,4,320,320,4,4,31,97
11,1108,11,2021,21,6,2021,11,1108,33,25,4,4,320,320,4,4,31,97
1,0114,9,2021,20,8,2021,1,0114,32,22,4,4,320,320,4,4,31,97
1,0115,5,2022,20,7,2021,1,0115,33,30,4,9,320,320,4,4,31,97
1,0101,4,2021,24,2,2021,1,0101,43,32,9,4,320,320,4,4,31,99
9,0920,4,2022,7,12,2021,9,0920,46,42,4,4,320,320,4,5,31,23
5,0507,11,2021,18,6,2021,5,0507,34,32,4,4,320,320,4,5,31,24
12,1201,6,2021,26,3,2021,12,1201,39,34,4,4,320,320,4,5,31,97
16,1603,9,2021,30,7,2021,16,1603,68,43,4,4,320,320,4,5,31,97
11,1101,11,2021,14,6,2021,11,1108,40,999,9,9,320,320,4,9,31,23
1,0101,3,2021,12,1,2021,1,0108,44,45,4,9,320,320,4,9,31,97
17,1703,10,2021,11,6,2021,17,1703,38,41,4,4,320,320,4,9,31,97
9,0901,9,2021,16,8,2021,11,1105,23,22,4,4,320,320,4,3,31,97
4,0403,5,2021,26,2,2021,4,0403,25,25,1,1,320,320,4,4,31,41
9,0920,6,2022,3,12,2021,12,1220,23,24,4,4,320,320,4,2,31,97
1,0111,11,2021,19,8,2021,1,0117,44,36,4,4,320,320,4,3,31,97
2,0201,8,2021,29,7,2021,2,0207,41,33,4,4,320,320,4,5,31,23
6,0601,7,2021,10,6,2021,6,0602,31,39,4,4,320,320,4,4,31,34
2,0201,2,2022,22,12,2021,2,0201,28,47,4,4,320,320,4,4,31,41
11,1101,6,2021,8,6,2021,11,1104,47,47,9,9,320,320,4,4,31,43
20,2011,4,2021,18,3,2021,20,2011,45,41,4,4,320,320,4,4,31,23
15,1501,7,2021,23,4,2021,15,1501,29,23,4,4,320,320,4,4,31,23
10,1001,3,2022,26,7,2021,10,1008,26,28,4,1,320,320,4,4,31,23
1,0101,12,2021,28,9,2021,1,0101,34,33,4,4,320,320,4,4,31,35
14,1401,1,2022,29,10,2021,14,1401,40,39,4,4,320,320,4,5,31,23
21,2101,1,2022,24,11,2021,21,2101,35,35,4,4,320,320,4,9,31,23
1,0101,11,2021,26,10,2021,1,0102,37,33,4,4,320,320,4,4,31,23
18,1801,1,2022,19,8,2021,18,1801,39,26,4,4,320,320,4,4,31,41
9,0901,8,2021,12,4,2021,9,0901,26,25,4,4,320,320,4,4,31,43
19,1904,5,2021,19,3,2021,19,1904,999,999,4,4,320,320,4,1,31,97
1,0101,5,2021,27,1,2021,5,0502,30,26,4,4,320,320,4,4,31,23
1,0101,3,2021,16,2,2021,1,0101,29,31,4,4,320,320,4,4,31,97
1,0101,6,2021,19,5,2021,1,0103,34,32,4,4,320,320,4,2,31,99
6,0601,8,2021,17,6,2021,6,0608,32,25,4,9,320,840,4,4,31,97
12,1201,6,2022,2,3,2021,12,1201,34,999,4,4,320,320,5,9,31,99
22,2217,6,2021,3,6,2021,22,2217,35,28,4,4,320,320,5,4,31,41
14,1412,3,2022,14,12,2021,14,1412,30,28,1,1,320,320,5,4,31,97
16,1601,7,2021,26,2,2021,16,1601,33,32,4,4,320,320,5,4,31,97
12,1201,4,2021,27,1,2021,12,1201,34,25,4,4,320,320,5,3,31,97
12,1222,12,2021,10,9,2021,12,1222,28,27,9,4,320,320,9,4,31,97
1,0101,1,2022,26,10,2021,1,0101,999,999,9,9,320,320,9,9,31,97
5,0501,10,2021,26,7,2021,5,0501,31,29,4,9,320,320,9,4,31,33
19,1902,1,2022,18,10,2021,19,1902,47,43,4,4,320,320,9,4,31,97
1,0106,10,2021,13,9,2021,1,0108,999,999,9,9,320,320,9,9,31,41
1,0101,8,2021,25,6,2021,1,0101,999,999,9,9,320,320,9,9,31,43
12,1202,1,2022,22,12,2021,12,1202,999,999,9,9,320,320,9,9,31,43
9,0901,2,2022,1,6,2021,9,0904,41,39,9,9,320,320,9,9,31,26
9,0901,8,2021,10,8,2021,9,0901,999,999,9,9,320,320,9,9,31,41
1,0103,8,2021,3,8,2021,1,0101,999,999,9,9,320,320,9,9,31,97
21,2101,3,2021,21,1,2021,16,1601,37,28,4,4,320,320,4,3,31,52
7,0701,7,2021,25,5,2021,1,0101,999,999,9,9,320,320,4,9,31,97
1,0101,6,2021,22,4,2021,1,0101,63,51,4,4,320,320,5,5,31,26
6,0601,6,2021,26,4,2021,6,0602,37,35,4,4,320,320,4,4,31,97
1,0101,8,2021,27,7,2021,1,0114,44,999,4,9,320,320,4,9,31,99
12,1222,3,2021,2,3,2021,12,1213,32,32,4,4,320,320,5,3,31,97
5,0511,12,2021,23,11,2021,11,1101,31,31,4,4,320,320,4,4,31,31
19,1901,4,2021,15,1,2021,19,1901,31,32,4,4,320,320,4,4,31,41
4,0415,5,2021,7,5,2021,4,0415,31,32,4,4,320,320,4,4,31,97
1,0101,6,2021,7,5,2021,1,0101,999,999,9,9,320,320,4,9,31,23
1,0101,3,2021,21,1,2021,1,0101,27,25,4,4,320,320,4,4,31,97
5,0513,11,2021,8,10,2021,5,0513,22,23,4,4,320,320,4,5,31,23
6,0601,4,2021,29,3,2021,6,0601,34,23,4,4,320,320,4,3,31,97
9,0920,6,2021,12,1,2021,9,0920,30,25,4,4,320,320,4,3,31,97
6,0601,3,2021,26,1,2021,6,0601,27,26,9,4,840,320,4,4,31,23
1,0101,3,2021,19,2,2021,22,2202,49,34,4,4,320,320,4,4,31,23
5,0503,5,2021,18,3,2021,5,0503,30,24,4,4,320,320,4,4,31,23
4,0401,5,2021,7,5,2021,4,0410,27,28,4,1,320,320,4,4,31,31
18,1804,8,2021,5,3,2021,18,1804,33,25,4,4,320,320,4,4,31,31
14,1413,5,2021,5,5,2021,14,1413,34,33,1,1,320,320,4,4,31,33
19,1903,3,2022,16,12,2021,19,1902,35,36,4,4,320,320,4,4,31,34
15,1501,3,2022,29,4,2021,15,1501,33,27,4,5,320,840,4,4,31,41
17,1701,11,2021,19,10,2021,18,1802,51,49,4,4,320,320,4,4,31,41
19,1904,2,2022,9,12,2021,19,1904,34,31,4,4,320,320,4,4,31,43
2,0201,8,2021,18,5,2021,2,0208,37,34,4,4,320,320,4,4,31,97
4,0401,4,2021,22,3,2021,4,0407,32,31,1,1,320,320,4,4,31,97
17,1703,8,2021,30,7,2021,17,1703,25,21,4,4,320,320,4,4,31,97
20,2001,1,2022,15,10,2021,20,2001,27,28,4,4,320,320,4,4,31,97
22,2201,11,2021,9,8,2021,22,2201,30,27,4,4,320,320,4,4,31,97
11,1101,10,2021,13,10,2021,11,1101,27,22,4,4,320,320,4,4,31,99
22,2214,6,2021,26,5,2021,22,2214,32,32,4,4,320,320,4,5,31,23
10,1008,7,2021,24,5,2021,10,1008,49,42,4,4,320,320,4,5,31,24
1,0101,8,2021,15,4,2021,20,2008,58,56,4,4,320,320,4,5,31,26
18,1805,4,2021,17,3,2021,18,1805,54,24,4,4,320,320,4,5,31,41
5,0505,2,2021,8,2,2021,5,0505,34,33,4,4,320,320,4,5,31,97
1,0101,7,2021,16,6,2021,1,0108,999,999,9,9,320,320,4,9,31,97
14,1401,12,2021,8,9,2021,14,1401,39,33,1,1,320,320,4,4,31,23
16,1601,9,2021,2,3,2021,16,1601,33,32,1,1,320,320,4,4,31,31
1,0101,7,2021,24,6,2021,16,1609,35,30,1,4,320,320,4,4,31,99
4,0401,4,2021,12,2,2021,4,0401,25,23,9,4,320,320,4,4,31,34
9,0920,8,2021,23,6,2021,9,0920,26,25,4,4,320,320,5,4,31,97
13,1313,5,2022,21,9,2021,13,1313,28,24,1,1,320,320,5,4,31,34
9,0920,11,2021,28,10,2021,9,0920,41,45,4,4,320,320,9,9,31,52
1,0101,9,2021,15,3,2021,4,0413,999,999,4,9,320,320,9,9,31,99
1,0101,3,2022,21,9,2021,1,0101,64,58,9,9,320,320,9,9,31,41
20,2001,5,2021,26,2,2021,20,2001,999,999,9,9,320,320,9,9,31,99
17,1701,1,2022,23,12,2021,17,1708,39,31,4,4,320,320,4,4,31,34
1,0101,8,2021,22,7,2021,1,0116,55,55,4,4,320,320,4,4,31,23
1,0101,5,2021,6,4,2021,1,0101,24,22,4,5,320,320,4,4,31,97
1,0101,5,2021,16,4,2021,1,0101,72,999,4,9,320,320,4,9,31,97
1,0101,8,2021,9,4,2021,1,0101,999,999,9,9,320,320,4,9,31,97
1,0111,7,2021,15,6,2021,1,0101,35,28,4,4,320,320,5,4,31,23
1,0101,6,2021,18,3,2021,1,0101,45,40,4,4,320,320,5,5,31,99
17,1701,2,2021,15,1,2021,17,1701,34,36,9,4,320,320,9,5,31,26
2,0201,11,2021,6,10,2021,15,1507,43,999,4,9,320,320,9,9,31,99
5,0511,12,2021,3,11,2021,5,0501,45,56,4,4,320,320,3,2,32,97
9,0920,10,2021,22,3,2021,9,0920,32,29,4,4,320,320,3,4,32,32
1,0101,9,2021,25,8,2021,1,0116,31,29,9,4,840,320,4,3,32,97
1,0101,9,2021,25,3,2021,1,0101,999,999,9,9,320,320,9,9,32,41
5,0501,10,2021,8,7,2021,5,0501,999,999,9,9,320,320,9,9,32,97
9,0920,3,2022,7,10,2021,9,0920,30,30,4,4,320,320,4,4,32,23
1,0101,8,2021,2,8,2021,1,0101,49,47,4,4,320,320,4,4,32,52
9,0920,8,2021,11,6,2021,6,0604,37,31,4,4,320,320,4,2,32,97
1,0101,6,2021,3,5,2021,1,0116,35,36,4,4,320,320,4,3,32,81
1,0101,5,2021,17,3,2021,1,0101,34,40,4,4,320,320,4,4,32,97
1,0101,6,2021,24,5,2021,1,0101,999,999,9,9,320,320,9,9,32,97
4,0401,12,2021,21,10,2021,4,0401,34,25,1,1,320,320,3,3,32,97
6,0601,6,2021,6,5,2021,1,0101,37,26,9,4,720,320,4,4,32,97
1,0117,10,2021,18,5,2021,4,0407,27,28,4,1,320,320,4,4,32,97
10,1021,2,2022,22,12,2021,9,0908,33,34,1,1,320,320,4,4,32,23
5,0513,11,2021,2,7,2021,5,0506,35,28,4,9,320,320,3,1,32,97
17,1703,10,2021,2,9,2021,17,1703,27,29,4,4,320,320,3,4,32,33
13,1301,2,2022,7,12,2021,13,1301,28,30,4,4,320,320,3,4,32,41
13,1301,10,2021,30,9,2021,13,1301,49,40,4,4,320,320,3,1,32,99
16,1601,11,2021,23,6,2021,16,1604,29,25,1,1,320,320,3,2,32,97
16,1615,12,2021,22,10,2021,22,2201,30,27,4,4,320,320,3,3,32,97
17,1703,7,2021,11,6,2021,17,1703,29,22,4,4,320,320,4,4,32,23
9,0901,10,2021,22,9,2021,9,0901,27,27,1,4,320,320,4,4,32,32
7,0701,12,2021,29,11,2021,7,0704,43,999,1,9,320,320,4,9,32,97
4,0404,7,2021,31,5,2021,4,0404,28,21,1,1,320,320,4,3,32,97
1,0101,7,2021,22,4,2021,1,0101,25,24,4,4,320,320,4,4,32,97
9,0901,9,2021,22,9,2021,9,0901,27,21,4,1,320,320,4,4,32,97
17,1712,1,2022,16,11,2021,17,1709,24,33,4,4,320,320,4,4,32,99
1,0101,1,2022,13,12,2021,1,0107,31,30,9,9,320,320,4,2,32,97
1,0101,3,2021,4,3,2021,1,0101,30,30,4,4,320,320,4,5,32,22
12,1216,8,2021,5,7,2021,12,1215,34,999,4,9,320,320,4,9,32,99
16,1601,3,2021,29,1,2021,16,1601,31,29,4,4,320,320,5,4,32,97
2,0201,7,2021,15,7,2021,2,0201,39,49,4,4,320,320,4,4,32,32
12,1214,3,2022,29,12,2021,12,1201,25,35,4,4,320,320,4,4,32,99
17,1712,7,2021,9,6,2021,17,1712,44,27,4,4,320,320,4,4,32,97
1,0101,10,2021,14,9,2021,1,0105,28,26,4,4,320,320,5,4,33,43
1,0101,2,2022,22,9,2021,1,0101,33,31,9,4,320,320,5,4,33,44
13,1301,5,2021,27,1,2021,13,1301,38,40,4,4,320,320,4,4,33,99
1,0101,5,2021,27,4,2021,18,1802,61,47,1,4,320,320,4,3,33,52
1,0117,11,2021,22,9,2021,1,0103,29,27,4,4,320,320,4,4,33,23
19,1902,1,2022,3,11,2021,19,1903,34,25,4,4,320,320,4,4,33,23
9,0901,1,2022,6,8,2021,9,0901,26,27,4,4,320,320,4,4,33,31
9,0901,9,2021,7,9,2021,9,0901,30,21,4,4,320,320,4,4,33,41
9,0913,4,2021,25,2,2021,9,0923,59,57,9,5,320,76,4,5,33,22
10,1001,5,2021,28,1,2021,10,1001,39,36,1,1,320,320,4,9,33,97
1,0101,9,2021,19,8,2021,9,0908,30,28,4,9,320,840,4,4,33,97
2,0201,12,2021,5,10,2021,1,0101,44,37,4,4,320,320,4,5,33,23
1,0101,6,2021,16,2,2021,10,1003,25,24,4,4,320,320,4,4,33,33
1,0103,8,2021,25,3,2021,1,0103,31,34,4,4,320,320,4,4,33,41
9,0901,7,2021,1,6,2021,11,1101,39,34,4,4,320,320,4,4,33,42
4,0401,5,2021,17,5,2021,4,0401,26,27,4,4,320,320,4,4,33,97
1,0101,7,2021,1,6,2021,1,0103,27,35,4,4,320,320,4,2,33,52
1,0101,9,2021,19,4,2021,1,0101,53,48,9,4,320,320,4,4,33,97
3,0309,4,2021,12,3,2021,1,0101,37,34,4,4,320,320,4,4,33,43
1,0111,5,2021,14,5,2021,1,0115,33,32,4,4,320,320,4,4,33,43
10,1003,3,2022,22,2,2021,18,1803,34,26,4,4,320,320,4,4,33,43
11,1101,1,2022,1,9,2021,11,1101,26,26,4,4,320,320,4,4,33,52
18,1801,5,2022,31,8,2021,18,1801,38,48,4,9,320,320,4,9,33,97
19,1904,11,2021,14,9,2021,19,1907,30,35,4,4,320,320,4,1,33,97
2,0201,4,2021,24,3,2021,2,0204,26,30,4,4,320,320,4,2,33,97
18,1804,5,2021,13,4,2021,18,1804,39,38,4,4,320,320,4,2,33,97
6,0601,11,2021,7,10,2021,22,2216,37,34,4,4,320,320,4,2,33,97
22,2214,5,2021,10,3,2021,5,0507,26,22,4,4,320,320,4,3,33,51
11,1106,12,2021,14,9,2021,11,1106,30,27,4,4,320,320,4,3,33,51
9,0920,1,2021,6,1,2021,9,0920,30,22,4,4,320,320,4,3,33,97
17,1712,7,2021,25,5,2021,17,1714,26,24,4,4,320,320,4,3,33,97
22,2203,7,2021,15,6,2021,22,2203,50,41,4,4,320,320,4,3,33,97
19,1907,9,2021,23,6,2021,19,1910,38,34,4,4,320,320,4,3,33,97
20,2007,6,2022,8,9,2021,20,2007,26,22,4,4,320,320,4,3,33,97
16,1601,10,2021,16,4,2021,16,1603,26,24,4,5,320,320,4,3,33,97
22,2201,7,2021,15,6,2021,22,2201,32,29,4,4,320,320,4,3,33,97
17,1703,8,2021,16,7,2021,17,1705,24,25,4,4,320,320,4,3,33,97
11,1101,9,2021,9,9,2021,11,1101,28,27,4,4,320,320,4,3,33,97
5,0506,11,2021,18,10,2021,5,0506,32,30,4,4,320,320,4,3,33,97
11,1101,10,2021,6,10,2021,11,1102,31,30,4,4,320,320,4,3,33,97
1,0101,12,2021,10,11,2021,10,1004,31,29,4,4,320,320,4,3,33,97
18,1804,6,2021,10,6,2021,18,1804,27,27,4,4,320,320,4,4,33,23
9,0901,10,2021,13,10,2021,11,1101,34,36,4,4,320,320,4,4,33,23
2,0201,2,2021,21,1,2021,2,0201,28,32,4,4,320,320,4,4,33,23
12,1215,12,2021,27,9,2021,12,1215,34,32,4,4,320,320,4,4,33,31
8,0806,4,2021,7,4,2021,8,0806,35,37,4,1,320,320,4,4,33,33
22,2204,4,2021,4,1,2021,22,2204,31,32,4,4,320,320,4,4,33,33
18,1804,6,2021,22,3,2021,18,1804,28,27,4,4,320,320,4,4,33,33
9,0921,6,2021,21,5,2021,11,1107,28,30,4,4,320,320,4,4,33,33
11,1104,8,2021,3,8,2021,11,1101,27,30,1,9,320,320,4,4,33,33
17,1707,1,2022,26,10,2021,17,1704,30,35,4,5,320,340,4,4,33,33
16,1601,2,2022,24,5,2021,16,1601,30,26,4,1,320,320,4,4,33,33
2,0201,9,2021,20,9,2021,2,0205,36,35,4,9,320,320,4,4,33,34
1,0101,11,2021,21,9,2021,1,0101,29,28,4,4,320,320,4,4,33,34
18,1801,5,2021,3,5,2021,18,1801,32,28,4,4,320,320,4,4,33,34
1,0101,2,2021,5,1,2021,1,0101,27,25,4,4,320,320,4,4,33,35
2,0201,3,2021,18,2,2021,2,0203,35,37,4,4,320,320,4,4,33,41
11,1101,3,2021,25,3,2021,11,1101,27,26,4,4,320,320,4,4,33,41
1,0116,5,2021,29,4,2021,1,0101,25,29,4,9,320,320,4,4,33,41
22,2201,8,2021,29,7,2021,22,2201,41,45,4,4,320,320,4,4,33,41
20,2001,11,2021,3,8,2021,20,2009,30,29,4,4,320,320,4,4,33,41
10,1001,5,2021,19,3,2021,10,1001,31,29,4,4,320,320,4,4,33,43
18,1801,8,2021,16,7,2021,18,1801,38,32,4,4,320,320,4,4,33,43
15,1507,9,2021,3,5,2021,15,1507,29,29,4,4,320,320,4,4,33,43
19,1901,3,2021,1,2,2021,19,1901,32,31,4,4,320,320,4,4,33,51
17,1703,8,2021,14,5,2021,17,1701,30,30,4,4,320,320,4,4,33,52
1,0101,8,2021,25,3,2021,1,0101,35,30,4,4,320,320,4,4,33,97
17,1703,6,2021,29,4,2021,17,1703,27,28,4,4,320,320,4,4,33,97
18,1801,8,2021,13,7,2021,18,1801,33,27,4,4,320,320,4,4,33,97
5,0502,9,2021,17,5,2021,5,0501,34,29,9,4,320,320,4,4,33,97
10,1008,9,2021,19,8,2021,10,1008,27,25,1,4,320,320,4,4,33,97
9,0901,12,2021,17,6,2021,9,0901,31,31,1,1,320,320,4,4,33,97
9,0920,1,2022,18,11,2021,9,0920,23,26,4,4,320,320,4,4,33,97
12,1210,6,2022,25,11,2021,12,1210,32,24,4,4,320,320,4,4,33,97
13,1312,11,2021,7,9,2021,13,1312,26,23,4,4,320,320,4,4,33,97
22,2216,12,2021,30,7,2021,22,2216,30,24,4,5,320,320,4,4,33,97
18,1801,10,2021,13,9,2021,1,0101,35,25,4,4,320,320,4,4,33,99
16,1601,4,2021,5,2,2021,16,1603,41,33,1,4,320,320,4,5,33,23
17,1706,11,2021,12,10,2021,17,1706,31,31,4,4,320,320,4,5,33,26
17,1701,10,2021,5,5,2021,17,1710,31,28,4,4,320,320,4,5,33,34
2,0201,6,2021,7,6,2021,2,0207,32,29,4,4,320,320,4,5,33,41
1,0101,2,2022,17,12,2021,1,0101,44,32,4,4,320,320,4,5,33,41
13,1312,10,2021,14,6,2021,13,1312,29,31,1,4,320,320,4,5,33,43
10,1001,3,2021,3,3,2021,10,1001,29,28,4,9,320,320,4,9,33,97
6,0601,3,2021,24,2,2021,6,0608,32,35,4,9,320,320,4,9,33,97
22,2212,4,2021,8,2,2021,22,2212,48,999,4,9,320,320,4,9,33,99
19,1901,3,2021,1,3,2021,19,1903,35,29,4,4,320,320,4,4,33,33
11,1101,11,2021,10,8,2021,9,0914,24,22,4,4,320,320,4,4,33,35
1,0101,3,2021,25,1,2021,1,0101,51,49,4,9,320,320,4,4,33,41
9,0920,7,2021,2,3,2021,12,1217,29,27,4,4,320,320,4,4,33,41
5,0510,8,2021,6,5,2021,5,0510,49,29,4,4,320,320,4,4,33,41
